"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"13","Georgia","13303","Washington","2020","19.9%","","(19.0% - 21.0%)","19.0%","21.0%",
"13","Georgia","13303","Washington","2021","20.1%","","(16.6% - 24.0%)","16.6%","24.0%",
"13","Georgia","13305","Wayne","2019","22.5%","","(21.4% - 23.7%)","21.4%","23.7%",
"13","Georgia","13305","Wayne","2020","21.2%","","(20.1% - 22.4%)","20.1%","22.4%",
"13","Georgia","13305","Wayne","2021","22.6%","","(18.7% - 27.0%)","18.7%","27.0%",
"13","Georgia","13307","Webster","2019","20.1%","","(19.3% - 21.0%)","19.3%","21.0%",
"13","Georgia","13307","Webster","2020","20.5%","","(19.6% - 21.6%)","19.6%","21.6%",
"13","Georgia","13307","Webster","2021","21.8%","","(18.1% - 26.0%)","18.1%","26.0%",
"13","Georgia","13309","Wheeler","2019","18.8%","","(17.9% - 19.7%)","17.9%","19.7%",
"13","Georgia","13309","Wheeler","2020","19.8%","","(18.8% - 20.9%)","18.8%","20.9%",
"13","Georgia","13309","Wheeler","2021","19.7%","","(16.0% - 23.7%)","16.0%","23.7%",
"13","Georgia","13311","White","2019","22.5%","","(21.1% - 23.9%)","21.1%","23.9%",
"13","Georgia","13311","White","2020","22.3%","","(20.8% - 23.8%)","20.8%","23.8%",
"13","Georgia","13311","White","2021","23.5%","","(19.4% - 28.0%)","19.4%","28.0%",
"13","Georgia","13313","Whitfield","2019","19.1%","","(18.1% - 20.1%)","18.1%","20.1%",
"13","Georgia","13313","Whitfield","2020","22.3%","","(21.3% - 23.5%)","21.3%","23.5%",
"13","Georgia","13313","Whitfield","2021","20.7%","","(17.1% - 24.5%)","17.1%","24.5%",
"13","Georgia","13315","Wilcox","2019","19.7%","","(18.8% - 20.7%)","18.8%","20.7%",
"13","Georgia","13315","Wilcox","2020","19.0%","","(18.1% - 20.0%)","18.1%","20.0%",
"13","Georgia","13315","Wilcox","2021","20.1%","","(16.6% - 24.1%)","16.6%","24.1%",
"13","Georgia","13317","Wilkes","2019","20.7%","","(19.8% - 21.6%)","19.8%","21.6%",
"13","Georgia","13317","Wilkes","2020","21.1%","","(20.2% - 22.1%)","20.2%","22.1%",
"13","Georgia","13317","Wilkes","2021","21.8%","","(18.1% - 26.1%)","18.1%","26.1%",
"13","Georgia","13319","Wilkinson","2019","21.0%","","(20.1% - 22.0%)","20.1%","22.0%",
"13","Georgia","13319","Wilkinson","2020","20.8%","","(19.9% - 21.8%)","19.9%","21.8%",
"13","Georgia","13319","Wilkinson","2021","22.2%","","(18.3% - 26.4%)","18.3%","26.4%",
"13","Georgia","13321","Worth","2019","22.5%","","(21.4% - 23.5%)","21.4%","23.5%",
"13","Georgia","13321","Worth","2020","21.6%","","(20.5% - 22.7%)","20.5%","22.7%",
"13","Georgia","13321","Worth","2021","23.6%","","(19.7% - 28.0%)","19.7%","28.0%",
"15","Hawaii","15001","Hawaii","2019","17.9%","","(17.2% - 18.5%)","17.2%","18.5%",
"15","Hawaii","15001","Hawaii","2020","17.7%","","(17.1% - 18.4%)","17.1%","18.4%",
"15","Hawaii","15001","Hawaii","2021","17.3%","","(14.8% - 19.9%)","14.8%","19.9%",
"15","Hawaii","15003","Honolulu","2019","13.9%","","(13.4% - 14.4%)","13.4%","14.4%",
"15","Hawaii","15003","Honolulu","2020","13.8%","","(13.3% - 14.3%)","13.3%","14.3%",
"15","Hawaii","15003","Honolulu","2021","12.2%","","(10.4% - 14.0%)","10.4%","14.0%",
"15","Hawaii","15005","Kalawao","2019","12.7%","","(11.8% - 13.7%)","11.8%","13.7%",
"15","Hawaii","15005","Kalawao","2020","10.7%","","(10.0% - 11.4%)","10.0%","11.4%",
"15","Hawaii","15005","Kalawao","2021","9.4%","","(7.8% - 11.0%)","7.8%","11.0%",
"15","Hawaii","15007","Kauai","2019","15.2%","","(14.7% - 15.8%)","14.7%","15.8%",
"15","Hawaii","15007","Kauai","2020","16.2%","","(15.6% - 16.8%)","15.6%","16.8%",
"15","Hawaii","15007","Kauai","2021","14.7%","","(12.4% - 17.2%)","12.4%","17.2%",
"15","Hawaii","15009","Maui","2019","15.1%","","(14.5% - 15.6%)","14.5%","15.6%",
"15","Hawaii","15009","Maui","2020","15.4%","","(14.8% - 15.9%)","14.8%","15.9%",
"15","Hawaii","15009","Maui","2021","13.3%","","(11.2% - 15.5%)","11.2%","15.5%",
"16","Idaho","16001","Ada","2019","22.9%","","(21.7% - 24.1%)","21.7%","24.1%",
"16","Idaho","16001","Ada","2020","20.5%","","(19.3% - 21.8%)","19.3%","21.8%",
"16","Idaho","16001","Ada","2021","25.1%","","(23.2% - 27.1%)","23.2%","27.1%",
"16","Idaho","16003","Adams","2019","21.9%","","(20.7% - 23.2%)","20.7%","23.2%",
"16","Idaho","16003","Adams","2020","19.6%","","(18.5% - 20.8%)","18.5%","20.8%",
"16","Idaho","16003","Adams","2021","23.3%","","(19.3% - 27.6%)","19.3%","27.6%",
"16","Idaho","16005","Bannock","2019","24.4%","","(23.2% - 25.6%)","23.2%","25.6%",
"16","Idaho","16005","Bannock","2020","19.5%","","(18.4% - 20.6%)","18.4%","20.6%",
"16","Idaho","16005","Bannock","2021","23.5%","","(20.0% - 27.0%)","20.0%","27.0%",
"16","Idaho","16007","Bear Lake","2019","22.6%","","(21.3% - 23.9%)","21.3%","23.9%",
"16","Idaho","16007","Bear Lake","2020","20.0%","","(18.9% - 21.3%)","18.9%","21.3%",
"16","Idaho","16007","Bear Lake","2021","23.2%","","(19.2% - 27.8%)","19.2%","27.8%",
"16","Idaho","16009","Benewah","2019","23.8%","","(22.5% - 25.1%)","22.5%","25.1%",
"16","Idaho","16009","Benewah","2020","20.7%","","(19.5% - 22.0%)","19.5%","22.0%",
"16","Idaho","16009","Benewah","2021","24.1%","","(20.0% - 28.6%)","20.0%","28.6%",
"16","Idaho","16011","Bingham","2019","21.5%","","(20.5% - 22.5%)","20.5%","22.5%",
"16","Idaho","16011","Bingham","2020","20.0%","","(18.9% - 21.0%)","18.9%","21.0%",
"16","Idaho","16011","Bingham","2021","24.1%","","(20.5% - 28.0%)","20.5%","28.0%",
"16","Idaho","16013","Blaine","2019","19.8%","","(18.8% - 21.0%)","18.8%","21.0%",
"16","Idaho","16013","Blaine","2020","17.1%","","(16.1% - 18.3%)","16.1%","18.3%",
"16","Idaho","16013","Blaine","2021","19.8%","","(15.9% - 24.0%)","15.9%","24.0%",
"16","Idaho","16015","Boise","2019","21.5%","","(20.3% - 22.7%)","20.3%","22.7%",
"16","Idaho","16015","Boise","2020","19.0%","","(17.8% - 20.1%)","17.8%","20.1%",
"16","Idaho","16015","Boise","2021","21.3%","","(17.6% - 25.4%)","17.6%","25.4%",
"16","Idaho","16017","Bonner","2019","22.6%","","(21.2% - 24.1%)","21.2%","24.1%",
"16","Idaho","16017","Bonner","2020","19.3%","","(18.1% - 20.6%)","18.1%","20.6%",
"16","Idaho","16017","Bonner","2021","23.0%","","(19.2% - 26.8%)","19.2%","26.8%",
"16","Idaho","16019","Bonneville","2019","22.6%","","(21.4% - 23.8%)","21.4%","23.8%",
"16","Idaho","16019","Bonneville","2020","19.4%","","(18.3% - 20.5%)","18.3%","20.5%",
"16","Idaho","16019","Bonneville","2021","23.5%","","(20.2% - 26.8%)","20.2%","26.8%",
"16","Idaho","16021","Boundary","2019","23.7%","","(22.4% - 25.0%)","22.4%","25.0%",
"16","Idaho","16021","Boundary","2020","20.0%","","(18.9% - 21.2%)","18.9%","21.2%",
"16","Idaho","16021","Boundary","2021","23.8%","","(20.1% - 28.1%)","20.1%","28.1%",
"16","Idaho","16023","Butte","2019","23.5%","","(22.2% - 24.7%)","22.2%","24.7%",
"16","Idaho","16023","Butte","2020","20.5%","","(19.3% - 21.7%)","19.3%","21.7%",
"16","Idaho","16023","Butte","2021","25.2%","","(20.9% - 30.2%)","20.9%","30.2%",
"16","Idaho","16025","Camas","2019","22.5%","","(21.4% - 23.8%)","21.4%","23.8%",
"16","Idaho","16025","Camas","2020","20.5%","","(19.2% - 22.0%)","19.2%","22.0%",
"16","Idaho","16025","Camas","2021","24.1%","","(19.7% - 28.6%)","19.7%","28.6%",
"16","Idaho","16027","Canyon","2019","23.5%","","(22.4% - 24.5%)","22.4%","24.5%",
"16","Idaho","16027","Canyon","2020","19.4%","","(18.3% - 20.4%)","18.3%","20.4%",
"16","Idaho","16027","Canyon","2021","23.3%","","(20.3% - 26.3%)","20.3%","26.3%",
"16","Idaho","16029","Caribou","2019","23.0%","","(21.8% - 24.3%)","21.8%","24.3%",
"16","Idaho","16029","Caribou","2020","19.9%","","(18.7% - 21.2%)","18.7%","21.2%",
"16","Idaho","16029","Caribou","2021","23.8%","","(19.7% - 28.3%)","19.7%","28.3%",
"16","Idaho","16031","Cassia","2019","20.7%","","(19.7% - 21.8%)","19.7%","21.8%",
"16","Idaho","16031","Cassia","2020","19.0%","","(17.9% - 20.0%)","17.9%","20.0%",
"16","Idaho","16031","Cassia","2021","21.9%","","(18.2% - 25.7%)","18.2%","25.7%",
"16","Idaho","16033","Clark","2019","20.5%","","(19.3% - 21.7%)","19.3%","21.7%",
"16","Idaho","16033","Clark","2020","18.4%","","(17.4% - 19.6%)","17.4%","19.6%",
"16","Idaho","16033","Clark","2021","21.2%","","(17.6% - 25.1%)","17.6%","25.1%",
"16","Idaho","16035","Clearwater","2019","21.7%","","(20.6% - 23.0%)","20.6%","23.0%",
"16","Idaho","16035","Clearwater","2020","19.0%","","(17.9% - 20.2%)","17.9%","20.2%",
"16","Idaho","16035","Clearwater","2021","22.1%","","(18.3% - 26.4%)","18.3%","26.4%",
"16","Idaho","16037","Custer","2019","22.9%","","(21.5% - 24.3%)","21.5%","24.3%",
"16","Idaho","16037","Custer","2020","18.8%","","(17.6% - 20.3%)","17.6%","20.3%",
"16","Idaho","16037","Custer","2021","23.6%","","(19.6% - 28.3%)","19.6%","28.3%",
"16","Idaho","16039","Elmore","2019","21.7%","","(20.7% - 22.8%)","20.7%","22.8%",
"16","Idaho","16039","Elmore","2020","19.6%","","(18.6% - 20.6%)","18.6%","20.6%",
"16","Idaho","16039","Elmore","2021","21.7%","","(17.9% - 25.9%)","17.9%","25.9%",
"16","Idaho","16041","Franklin","2019","22.4%","","(21.1% - 23.7%)","21.1%","23.7%",
"16","Idaho","16041","Franklin","2020","19.3%","","(18.2% - 20.6%)","18.2%","20.6%",
"16","Idaho","16041","Franklin","2021","23.0%","","(19.0% - 27.3%)","19.0%","27.3%",
"16","Idaho","16043","Fremont","2019","22.6%","","(21.4% - 23.9%)","21.4%","23.9%",
"16","Idaho","16043","Fremont","2020","19.4%","","(18.2% - 20.6%)","18.2%","20.6%",
"16","Idaho","16043","Fremont","2021","21.8%","","(18.1% - 25.8%)","18.1%","25.8%",
"16","Idaho","16045","Gem","2019","22.6%","","(21.5% - 24.0%)","21.5%","24.0%",
"16","Idaho","16045","Gem","2020","19.7%","","(18.5% - 21.0%)","18.5%","21.0%",
"16","Idaho","16045","Gem","2021","21.8%","","(18.0% - 25.7%)","18.0%","25.7%",
"16","Idaho","16047","Gooding","2019","20.8%","","(19.7% - 21.9%)","19.7%","21.9%",
"16","Idaho","16047","Gooding","2020","18.7%","","(17.6% - 19.8%)","17.6%","19.8%",
"16","Idaho","16047","Gooding","2021","22.7%","","(18.8% - 27.0%)","18.8%","27.0%",
"16","Idaho","16049","Idaho","2019","22.4%","","(21.1% - 23.7%)","21.1%","23.7%",
"16","Idaho","16049","Idaho","2020","18.5%","","(17.3% - 19.5%)","17.3%","19.5%",
"16","Idaho","16049","Idaho","2021","21.4%","","(17.9% - 25.2%)","17.9%","25.2%",
"16","Idaho","16051","Jefferson","2019","22.1%","","(20.9% - 23.4%)","20.9%","23.4%",
"16","Idaho","16051","Jefferson","2020","19.1%","","(18.0% - 20.3%)","18.0%","20.3%",
"16","Idaho","16051","Jefferson","2021","21.6%","","(17.9% - 25.6%)","17.9%","25.6%",
"16","Idaho","16053","Jerome","2019","21.0%","","(20.0% - 22.1%)","20.0%","22.1%",
"16","Idaho","16053","Jerome","2020","18.9%","","(17.9% - 19.9%)","17.9%","19.9%",
"16","Idaho","16053","Jerome","2021","21.9%","","(18.3% - 25.9%)","18.3%","25.9%",
"16","Idaho","16055","Kootenai","2019","22.7%","","(21.4% - 23.9%)","21.4%","23.9%",
"16","Idaho","16055","Kootenai","2020","19.8%","","(18.6% - 20.9%)","18.6%","20.9%",
"16","Idaho","16055","Kootenai","2021","21.8%","","(18.6% - 25.1%)","18.6%","25.1%",
"16","Idaho","16057","Latah","2019","23.1%","","(21.8% - 24.5%)","21.8%","24.5%",
"16","Idaho","16057","Latah","2020","19.0%","","(17.8% - 20.1%)","17.8%","20.1%",
"16","Idaho","16057","Latah","2021","24.4%","","(20.8% - 28.1%)","20.8%","28.1%",
"16","Idaho","16059","Lemhi","2019","23.1%","","(21.8% - 24.5%)","21.8%","24.5%",
"16","Idaho","16059","Lemhi","2020","19.9%","","(18.7% - 21.2%)","18.7%","21.2%",
"16","Idaho","16059","Lemhi","2021","23.3%","","(19.3% - 27.5%)","19.3%","27.5%",
"16","Idaho","16061","Lewis","2019","23.9%","","(22.7% - 25.2%)","22.7%","25.2%",
"16","Idaho","16061","Lewis","2020","19.8%","","(18.7% - 21.1%)","18.7%","21.1%",
"16","Idaho","16061","Lewis","2021","23.2%","","(19.3% - 27.5%)","19.3%","27.5%",
"16","Idaho","16063","Lincoln","2019","21.0%","","(20.0% - 22.1%)","20.0%","22.1%",
"16","Idaho","16063","Lincoln","2020","19.2%","","(18.3% - 20.3%)","18.3%","20.3%",
"16","Idaho","16063","Lincoln","2021","21.3%","","(17.5% - 25.4%)","17.5%","25.4%",
"16","Idaho","16065","Madison","2019","23.6%","","(22.4% - 24.9%)","22.4%","24.9%",
"16","Idaho","16065","Madison","2020","20.5%","","(19.3% - 21.7%)","19.3%","21.7%",
"16","Idaho","16065","Madison","2021","24.0%","","(20.0% - 28.0%)","20.0%","28.0%",
"16","Idaho","16067","Minidoka","2019","20.3%","","(19.3% - 21.4%)","19.3%","21.4%",
"16","Idaho","16067","Minidoka","2020","18.8%","","(17.8% - 19.9%)","17.8%","19.9%",
"16","Idaho","16067","Minidoka","2021","22.3%","","(18.7% - 26.4%)","18.7%","26.4%",
"16","Idaho","16069","Nez Perce","2019","22.3%","","(21.1% - 23.6%)","21.1%","23.6%",
"16","Idaho","16069","Nez Perce","2020","19.6%","","(18.4% - 20.8%)","18.4%","20.8%",
"16","Idaho","16069","Nez Perce","2021","24.2%","","(20.7% - 27.9%)","20.7%","27.9%",
"16","Idaho","16071","Oneida","2019","22.9%","","(21.7% - 24.3%)","21.7%","24.3%",
"16","Idaho","16071","Oneida","2020","19.8%","","(18.5% - 21.1%)","18.5%","21.1%",
"16","Idaho","16071","Oneida","2021","22.2%","","(18.2% - 26.6%)","18.2%","26.6%",
"16","Idaho","16073","Owyhee","2019","21.4%","","(20.3% - 22.4%)","20.3%","22.4%",
"16","Idaho","16073","Owyhee","2020","20.0%","","(18.9% - 21.1%)","18.9%","21.1%",
"16","Idaho","16073","Owyhee","2021","23.1%","","(19.3% - 27.4%)","19.3%","27.4%",
"16","Idaho","16075","Payette","2019","21.2%","","(20.1% - 22.2%)","20.1%","22.2%",
"16","Idaho","16075","Payette","2020","19.5%","","(18.4% - 20.6%)","18.4%","20.6%",
"16","Idaho","16075","Payette","2021","22.5%","","(18.9% - 26.4%)","18.9%","26.4%",
"16","Idaho","16077","Power","2019","20.7%","","(19.7% - 21.8%)","19.7%","21.8%",
"16","Idaho","16077","Power","2020","18.7%","","(17.7% - 19.8%)","17.7%","19.8%",
"16","Idaho","16077","Power","2021","22.0%","","(18.1% - 26.2%)","18.1%","26.2%",
"16","Idaho","16079","Shoshone","2019","25.1%","","(23.8% - 26.5%)","23.8%","26.5%",
"16","Idaho","16079","Shoshone","2020","21.9%","","(20.7% - 23.2%)","20.7%","23.2%",
"16","Idaho","16079","Shoshone","2021","23.9%","","(19.7% - 28.4%)","19.7%","28.4%",
"16","Idaho","16081","Teton","2019","19.2%","","(18.0% - 20.3%)","18.0%","20.3%",
"16","Idaho","16081","Teton","2020","17.7%","","(16.5% - 18.9%)","16.5%","18.9%",
"16","Idaho","16081","Teton","2021","22.6%","","(18.7% - 26.8%)","18.7%","26.8%",
"16","Idaho","16083","Twin Falls","2019","21.5%","","(20.5% - 22.6%)","20.5%","22.6%",
"16","Idaho","16083","Twin Falls","2020","20.9%","","(19.7% - 22.1%)","19.7%","22.1%",
"16","Idaho","16083","Twin Falls","2021","23.8%","","(20.5% - 27.2%)","20.5%","27.2%",
"16","Idaho","16085","Valley","2019","21.2%","","(19.9% - 22.4%)","19.9%","22.4%",
"16","Idaho","16085","Valley","2020","18.8%","","(17.6% - 20.2%)","17.6%","20.2%",
"16","Idaho","16085","Valley","2021","23.5%","","(19.5% - 27.5%)","19.5%","27.5%",
"16","Idaho","16087","Washington","2019","22.0%","","(20.9% - 23.1%)","20.9%","23.1%",
"16","Idaho","16087","Washington","2020","19.5%","","(18.5% - 20.8%)","18.5%","20.8%",
"16","Idaho","16087","Washington","2021","23.2%","","(19.3% - 27.5%)","19.3%","27.5%",
"17","Illinois","17001","Adams","2019","22.8%","","(21.4% - 24.2%)","21.4%","24.2%",
"17","Illinois","17001","Adams","2020","18.1%","","(17.0% - 19.3%)","17.0%","19.3%",
"17","Illinois","17001","Adams","2021","22.6%","","(18.4% - 27.1%)","18.4%","27.1%",
"17","Illinois","17003","Alexander","2019","22.2%","","(21.1% - 23.2%)","21.1%","23.2%",
"17","Illinois","17003","Alexander","2020","18.5%","","(17.6% - 19.4%)","17.6%","19.4%",
"17","Illinois","17003","Alexander","2021","21.8%","","(17.9% - 26.4%)","17.9%","26.4%",
"17","Illinois","17005","Bond","2019","21.5%","","(20.3% - 22.8%)","20.3%","22.8%",
"17","Illinois","17005","Bond","2020","18.0%","","(16.8% - 19.2%)","16.8%","19.2%",
"17","Illinois","17005","Bond","2021","21.7%","","(17.7% - 26.6%)","17.7%","26.6%",
"17","Illinois","17007","Boone","2019","19.8%","","(18.7% - 20.9%)","18.7%","20.9%",
"17","Illinois","17007","Boone","2020","17.1%","","(16.1% - 18.2%)","16.1%","18.2%",
"17","Illinois","17007","Boone","2021","20.1%","","(16.2% - 24.3%)","16.2%","24.3%",
"17","Illinois","17009","Brown","2019","19.2%","","(18.2% - 20.2%)","18.2%","20.2%",
"17","Illinois","17009","Brown","2020","16.0%","","(15.1% - 17.0%)","15.1%","17.0%",
"17","Illinois","17009","Brown","2021","18.8%","","(15.1% - 22.9%)","15.1%","22.9%",
"17","Illinois","17011","Bureau","2019","21.8%","","(20.7% - 23.0%)","20.7%","23.0%",
"17","Illinois","17011","Bureau","2020","18.0%","","(16.9% - 19.3%)","16.9%","19.3%",
"17","Illinois","17011","Bureau","2021","21.9%","","(18.0% - 26.4%)","18.0%","26.4%",
"17","Illinois","17013","Calhoun","2019","22.8%","","(21.4% - 24.2%)","21.4%","24.2%",
"17","Illinois","17013","Calhoun","2020","18.1%","","(17.1% - 19.3%)","17.1%","19.3%",
"17","Illinois","17013","Calhoun","2021","21.6%","","(17.4% - 26.3%)","17.4%","26.3%",
"17","Illinois","17015","Carroll","2019","21.8%","","(20.6% - 23.2%)","20.6%","23.2%",
"17","Illinois","17015","Carroll","2020","18.0%","","(16.8% - 19.2%)","16.8%","19.2%",
"17","Illinois","17015","Carroll","2021","21.8%","","(17.5% - 26.3%)","17.5%","26.3%",
"17","Illinois","17017","Cass","2019","21.4%","","(20.3% - 22.6%)","20.3%","22.6%",
"17","Illinois","17017","Cass","2020","17.9%","","(16.9% - 19.0%)","16.9%","19.0%",
"17","Illinois","17017","Cass","2021","21.2%","","(17.4% - 25.7%)","17.4%","25.7%",
"17","Illinois","17019","Champaign","2019","20.0%","","(19.0% - 21.1%)","19.0%","21.1%",
"17","Illinois","17019","Champaign","2020","16.1%","","(15.2% - 17.0%)","15.2%","17.0%",
"17","Illinois","17019","Champaign","2021","20.1%","","(16.5% - 24.3%)","16.5%","24.3%",
"17","Illinois","17021","Christian","2019","22.9%","","(21.5% - 24.3%)","21.5%","24.3%",
"17","Illinois","17021","Christian","2020","18.7%","","(17.5% - 20.0%)","17.5%","20.0%",
"17","Illinois","17021","Christian","2021","21.5%","","(17.5% - 26.2%)","17.5%","26.2%",
"17","Illinois","17023","Clark","2019","22.8%","","(21.5% - 24.2%)","21.5%","24.2%",
"17","Illinois","17023","Clark","2020","18.3%","","(17.2% - 19.6%)","17.2%","19.6%",
"17","Illinois","17023","Clark","2021","22.1%","","(17.9% - 26.5%)","17.9%","26.5%",
"17","Illinois","17025","Clay","2019","23.3%","","(21.9% - 24.8%)","21.9%","24.8%",
"17","Illinois","17025","Clay","2020","19.3%","","(18.1% - 20.8%)","18.1%","20.8%",
"17","Illinois","17025","Clay","2021","23.1%","","(18.8% - 27.8%)","18.8%","27.8%",
"17","Illinois","17027","Clinton","2019","21.9%","","(20.6% - 23.3%)","20.6%","23.3%",
"17","Illinois","17027","Clinton","2020","17.9%","","(16.7% - 19.1%)","16.7%","19.1%",
"17","Illinois","17027","Clinton","2021","20.6%","","(16.8% - 24.9%)","16.8%","24.9%",
"17","Illinois","17029","Coles","2019","22.7%","","(21.4% - 24.2%)","21.4%","24.2%",
"17","Illinois","17029","Coles","2020","19.2%","","(18.0% - 20.5%)","18.0%","20.5%",
"17","Illinois","17029","Coles","2021","23.5%","","(19.3% - 28.3%)","19.3%","28.3%",
"17","Illinois","17031","Cook","2019","17.3%","","(16.6% - 18.1%)","16.6%","18.1%",
"17","Illinois","17031","Cook","2020","14.4%","","(13.7% - 15.1%)","13.7%","15.1%",
"17","Illinois","17031","Cook","2021","16.2%","","(13.8% - 18.8%)","13.8%","18.8%",
"17","Illinois","17033","Crawford","2019","22.4%","","(21.1% - 23.6%)","21.1%","23.6%",
"17","Illinois","17033","Crawford","2020","18.2%","","(17.0% - 19.4%)","17.0%","19.4%",
"17","Illinois","17033","Crawford","2021","21.6%","","(17.4% - 26.1%)","17.4%","26.1%",
"17","Illinois","17035","Cumberland","2019","23.1%","","(21.7% - 24.5%)","21.7%","24.5%",
"17","Illinois","17035","Cumberland","2020","18.5%","","(17.5% - 19.7%)","17.5%","19.7%",
"17","Illinois","17035","Cumberland","2021","22.2%","","(18.0% - 27.0%)","18.0%","27.0%",
"17","Illinois","17039","De Witt","2019","22.6%","","(21.2% - 24.1%)","21.2%","24.1%",
"17","Illinois","17039","De Witt","2020","18.5%","","(17.3% - 19.9%)","17.3%","19.9%",
"17","Illinois","17039","De Witt","2021","22.3%","","(18.2% - 26.7%)","18.2%","26.7%",
"17","Illinois","17037","DeKalb","2019","20.5%","","(19.4% - 21.6%)","19.4%","21.6%",
"17","Illinois","17037","DeKalb","2020","17.0%","","(15.9% - 18.1%)","15.9%","18.1%",
"17","Illinois","17037","DeKalb","2021","20.7%","","(16.9% - 24.9%)","16.9%","24.9%",
"17","Illinois","17041","Douglas","2019","22.6%","","(21.2% - 24.0%)","21.2%","24.0%",
"17","Illinois","17041","Douglas","2020","18.8%","","(17.5% - 20.2%)","17.5%","20.2%",
"17","Illinois","17041","Douglas","2021","22.2%","","(18.1% - 26.9%)","18.1%","26.9%",
"17","Illinois","17043","DuPage","2019","16.6%","","(15.7% - 17.5%)","15.7%","17.5%",
"17","Illinois","17043","DuPage","2020","14.2%","","(13.4% - 15.1%)","13.4%","15.1%",
"17","Illinois","17043","DuPage","2021","16.7%","","(14.1% - 20.0%)","14.1%","20.0%",
"17","Illinois","17045","Edgar","2019","22.9%","","(21.5% - 24.5%)","21.5%","24.5%",
"17","Illinois","17045","Edgar","2020","18.6%","","(17.5% - 19.8%)","17.5%","19.8%",
"17","Illinois","17045","Edgar","2021","22.7%","","(18.1% - 27.1%)","18.1%","27.1%",
"17","Illinois","17047","Edwards","2019","23.3%","","(22.1% - 24.7%)","22.1%","24.7%",
"17","Illinois","17047","Edwards","2020","18.9%","","(17.8% - 20.2%)","17.8%","20.2%",
"17","Illinois","17047","Edwards","2021","23.1%","","(18.8% - 27.8%)","18.8%","27.8%",
"17","Illinois","17049","Effingham","2019","22.3%","","(21.0% - 23.8%)","21.0%","23.8%",
"17","Illinois","17049","Effingham","2020","18.2%","","(17.0% - 19.4%)","17.0%","19.4%",
"17","Illinois","17049","Effingham","2021","21.7%","","(17.8% - 25.9%)","17.8%","25.9%",
"17","Illinois","17051","Fayette","2019","23.3%","","(22.0% - 24.7%)","22.0%","24.7%",
"17","Illinois","17051","Fayette","2020","18.6%","","(17.5% - 19.7%)","17.5%","19.7%",
"17","Illinois","17051","Fayette","2021","22.3%","","(18.4% - 26.7%)","18.4%","26.7%",
"17","Illinois","17053","Ford","2019","22.7%","","(21.3% - 24.1%)","21.3%","24.1%",
"17","Illinois","17053","Ford","2020","18.6%","","(17.4% - 19.9%)","17.4%","19.9%",
"17","Illinois","17053","Ford","2021","22.2%","","(18.3% - 26.7%)","18.3%","26.7%",
"17","Illinois","17055","Franklin","2019","23.9%","","(22.4% - 25.4%)","22.4%","25.4%",
"17","Illinois","17055","Franklin","2020","20.0%","","(18.6% - 21.3%)","18.6%","21.3%",
"17","Illinois","17055","Franklin","2021","23.5%","","(19.1% - 27.8%)","19.1%","27.8%",
"17","Illinois","17057","Fulton","2019","22.2%","","(21.0% - 23.5%)","21.0%","23.5%",
"17","Illinois","17057","Fulton","2020","18.0%","","(16.8% - 19.2%)","16.8%","19.2%",
"17","Illinois","17057","Fulton","2021","21.5%","","(17.3% - 25.5%)","17.3%","25.5%",
"17","Illinois","17059","Gallatin","2019","24.5%","","(23.0% - 26.0%)","23.0%","26.0%",
"17","Illinois","17059","Gallatin","2020","19.8%","","(18.6% - 21.1%)","18.6%","21.1%",
"17","Illinois","17059","Gallatin","2021","23.3%","","(19.2% - 28.2%)","19.2%","28.2%",
"17","Illinois","17061","Greene","2019","22.9%","","(21.6% - 24.3%)","21.6%","24.3%",
"17","Illinois","17061","Greene","2020","18.6%","","(17.5% - 19.8%)","17.5%","19.8%",
"17","Illinois","17061","Greene","2021","22.6%","","(18.5% - 27.3%)","18.5%","27.3%",
"17","Illinois","17063","Grundy","2019","21.1%","","(20.0% - 22.3%)","20.0%","22.3%",
"17","Illinois","17063","Grundy","2020","17.5%","","(16.5% - 18.6%)","16.5%","18.6%",
"17","Illinois","17063","Grundy","2021","20.5%","","(16.7% - 24.8%)","16.7%","24.8%",
"17","Illinois","17065","Hamilton","2019","23.1%","","(21.7% - 24.7%)","21.7%","24.7%",
"17","Illinois","17065","Hamilton","2020","19.1%","","(17.7% - 20.5%)","17.7%","20.5%",
"17","Illinois","17065","Hamilton","2021","23.1%","","(18.8% - 27.7%)","18.8%","27.7%",
"17","Illinois","17067","Hancock","2019","23.0%","","(21.7% - 24.4%)","21.7%","24.4%",
"17","Illinois","17067","Hancock","2020","18.4%","","(17.2% - 19.6%)","17.2%","19.6%",
"17","Illinois","17067","Hancock","2021","21.8%","","(17.8% - 26.0%)","17.8%","26.0%",
"17","Illinois","17069","Hardin","2019","24.0%","","(22.6% - 25.5%)","22.6%","25.5%",
"17","Illinois","17069","Hardin","2020","19.2%","","(17.9% - 20.5%)","17.9%","20.5%",
"17","Illinois","17069","Hardin","2021","22.9%","","(18.5% - 27.6%)","18.5%","27.6%",
"17","Illinois","17071","Henderson","2019","22.3%","","(21.0% - 23.7%)","21.0%","23.7%",
"17","Illinois","17071","Henderson","2020","18.2%","","(17.0% - 19.4%)","17.0%","19.4%",
"17","Illinois","17071","Henderson","2021","21.8%","","(17.8% - 26.5%)","17.8%","26.5%",
