OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
1459,2024/03/12 10:00:00+00,23724,126579,182780,158781,15724,7706,29756,21869,40810,10297,61504,8034,53075,69568,4222,260350,243728,9298,6532,25694,7760,42220,26508,11462,0
1460,2024/03/13 10:00:00+00,23728,126713,182793,158804,15726,7707,29758,21873,40818,10297,61507,8035,53082,69458,4223,260378,243742,9300,6532,25695,7761,42220,26513,11461,0
1461,2024/03/14 10:00:00+00,23731,126522,182900,158814,15728,7707,29726,21880,40828,10299,61510,8035,53084,69632,4223,260399,243758,9299,6533,25699,7761,42220,26520,11461,0
1462,2024/03/15 10:00:00+00,23736,126532,182920,158830,15730,7709,29732,21881,40834,10299,61516,8038,53093,69641,4223,260422,243785,9300,6533,25703,7761,42220,26522,11461,0
1463,2024/03/16 10:00:00+00,23737,126537,182935,158847,15734,7709,29735,21882,40839,10299,61518,8040,53097,69647,4224,260449,243798,9300,6534,25704,7761,42220,26525,11461,0
1464,2024/03/17 10:00:00+00,23740,126543,182949,158854,15734,7709,29735,21884,40842,10299,61523,8042,53099,69650,4224,260456,243809,9300,6534,25705,7761,42220,26525,11461,0
1465,2024/03/18 10:00:00+00,23741,126545,182956,158858,15735,7710,29735,21885,40842,10299,61524,8043,53099,69653,4224,260462,243811,9300,6534,25705,7761,42220,26526,11461,0
1466,2024/03/19 10:00:00+00,23744,126597,183010,158905,15737,7711,29737,21886,40852,10300,61528,8044,53114,69666,4224,260503,243834,9302,6534,25708,7761,42220,26526,11462,0
1467,2024/03/20 10:00:00+00,23746,126645,183072,158946,15741,7712,29739,21887,40853,10300,61533,8044,53147,69687,4225,260524,243846,9302,6534,25713,7761,42223,26529,11462,0
1468,2024/03/21 10:00:00+00,23749,126697,183129,158981,15743,7713,29740,21889,40876,10302,61539,8045,53167,69707,4226,260561,243874,9302,6534,25733,7761,42225,26530,11462,0
1469,2024/03/22 10:00:00+00,23753,126715,183163,159005,15744,7713,29746,21891,40888,10302,61546,8045,53180,69719,4226,260585,243889,9302,6535,25735,7761,42225,26532,11462,0
1470,2024/03/23 10:00:00+00,23755,126751,183186,159035,15745,7713,29749,21893,40933,10302,61548,8048,53196,69737,4227,260615,243914,9302,6535,25751,7761,42226,26534,11462,0
1471,2024/03/24 10:00:00+00,23760,126770,183212,159053,15745,7714,29750,21894,40963,10302,61553,8048,53203,69744,4227,260635,243927,9302,6536,25766,7761,42226,26534,11462,0
1472,2024/03/25 10:00:00+00,23760,126773,183217,159055,15746,7714,29750,21896,40964,10302,61554,8049,53208,69748,4227,260637,243932,9302,6536,25766,7761,42226,26535,11462,0
1473,2024/03/26 10:00:00+00,23763,126787,183243,159084,15748,7715,29750,21900,40991,10303,61557,8050,53219,69758,4227,260660,243950,9303,6537,25778,7761,42226,26537,11462,0
1474,2024/03/27 10:00:00+00,23767,126793,183252,159102,15750,7715,29755,21901,40994,10304,61559,8051,53221,69765,4227,260676,243968,9303,6538,25782,7761,42227,26538,11462,0
1475,2024/03/28 10:00:00+00,23767,126798,183263,159113,15750,7715,29761,21901,41001,10304,61559,8052,53222,69769,4228,260689,243983,9303,6538,25784,7761,42227,26540,11464,0
1476,2024/03/29 10:00:00+00,23768,126806,183273,159132,15751,7715,29761,21901,41003,10306,61566,8052,53231,69776,4228,260705,244001,9303,6538,25786,7762,42228,26543,11464,0
1477,2024/03/30 10:00:00+00,23770,126808,183284,159138,15752,7715,29763,21904,41006,10306,61568,8053,53232,69783,4228,260719,244009,9304,6538,25789,7763,42228,26543,11464,0
1478,2024/03/31 10:00:00+00,23770,126809,183287,159145,15753,7715,29764,21905,41006,10307,61568,8055,53234,69787,4228,260723,244016,9304,6538,25790,7763,42228,26543,11464,0
1479,2024/04/01 10:00:00+00,23772,126810,183291,159150,15753,7715,29764,21906,41007,10307,61570,8056,53235,69791,4229,260730,244024,9305,6538,25792,7763,42229,26545,11464,0
1480,2024/04/02 10:00:00+00,23773,126814,183296,159158,15755,7716,29765,21908,41010,10311,61574,8058,53240,69800,4229,260758,244042,9305,6538,25796,7763,42229,26546,11465,0
1481,2024/04/03 10:00:00+00,23773,126822,183306,159170,15755,7717,29769,21908,41015,10311,61577,8058,53243,69806,4229,260785,244062,9306,6538,25800,7763,42231,26549,11466,0
1482,2024/04/04 10:00:00+00,23774,126832,183314,159178,15757,7717,29770,21911,41017,10313,61578,8059,53250,69808,4229,260795,244077,9307,6539,25807,7763,42233,26550,11466,0
1483,2024/04/05 10:00:00+00,23778,126838,183329,159192,15757,7717,29774,21915,41021,10313,61580,8059,53253,69819,4229,260817,244090,9307,6540,25809,7763,42236,26551,11466,0
1484,2024/04/06 10:00:00+00,23778,126846,183336,159203,15758,7717,29775,21917,41024,10314,61585,8059,53256,69823,4229,260829,244101,9309,6540,25809,7763,42236,26551,11469,0
1485,2024/04/07 10:00:00+00,23779,126848,183345,159204,15758,7717,29776,21919,41025,10314,61589,8060,53258,69827,4229,260835,244110,9309,6540,25809,7763,42241,26552,11469,0
1486,2024/04/08 10:00:00+00,23780,126851,183351,159207,15759,7717,29777,21919,41027,10314,61591,8061,53259,69830,4230,260837,244122,9309,6540,25809,7763,42242,26552,11469,0
1487,2024/04/09 10:00:00+00,23781,126864,183363,159230,15760,7717,29778,21921,41038,10315,61595,8063,53264,69840,4230,260858,244135,9309,6540,25812,7763,42243,26554,11469,0
1488,2024/04/10 10:00:00+00,23781,126871,183374,159241,15760,7720,29782,21923,41044,10315,61594,8064,53267,69843,4230,260879,244148,9309,6541,25814,7763,42243,26555,11468,0
1489,2024/04/11 10:00:00+00,23782,126875,183389,159256,15760,7720,29785,21924,41045,10316,61594,8066,53271,69847,4230,260895,244160,9310,6541,25816,7763,42243,26555,11469,0
1490,2024/04/12 10:00:00+00,23785,126881,183402,159272,15760,7720,29788,21926,41048,10316,61594,8068,53272,69852,4231,260914,244168,9310,6541,25817,7763,42245,26557,11469,0
1491,2024/04/13 10:00:00+00,23785,126883,183417,159286,15760,7721,29788,21926,41049,10316,61597,8068,53273,69862,4231,260932,244184,9310,6541,25818,7763,42245,26559,11469,0
1492,2024/04/14 10:00:00+00,23786,126890,183421,159292,15762,7721,29789,21926,41050,10317,61598,8069,53275,69865,4231,260937,244197,9310,6541,25818,7763,42248,26559,11470,0
1493,2024/04/15 10:00:00+00,23787,126892,183423,159301,15762,7721,29789,21926,41050,10317,61599,8072,53275,69871,4231,260940,244200,9310,6541,25819,7763,42248,26559,11471,0
1494,2024/04/16 10:00:00+00,23787,126907,183449,159311,15762,7721,29789,21928,41055,10320,61601,8072,53279,69879,4231,260973,244210,9312,6541,25822,7764,42254,26559,11472,0
1495,2024/04/17 10:00:00+00,23790,126913,183462,159319,15762,7721,29792,21929,41058,10320,61605,8072,53281,69887,4231,260988,244223,9312,6541,25822,7764,42255,26560,11473,0
1496,2024/04/18 10:00:00+00,23791,126918,183468,159328,15762,7721,29800,21929,41059,10321,61610,8073,53281,69894,4231,260994,244236,9314,6541,25822,7765,42257,26562,11475,0
1497,2024/04/19 10:00:00+00,23793,126926,183481,159336,15762,7722,29800,21930,41061,10321,61616,8073,53284,69900,4231,261008,244250,9314,6541,25822,7768,42257,26565,11475,0
1498,2024/04/20 10:00:00+00,23793,126929,183488,159351,15763,7722,29802,21930,41062,10321,61617,8074,53286,69907,4231,261027,244260,9314,6541,25824,7768,42257,26565,11475,0
1499,2024/04/21 10:00:00+00,23793,126932,183490,159359,15763,7722,29802,21930,41062,10323,61617,8074,53287,69912,4231,261031,244266,9315,6541,25824,7769,42258,26567,11475,0
1500,2024/04/22 10:00:00+00,23793,126933,183495,159367,15763,7722,29802,21930,41062,10324,61619,8074,53288,69913,4231,261033,244273,9315,6541,25824,7769,42259,26568,11475,0
1501,2024/04/23 10:00:00+00,23796,126937,183504,159381,15763,7722,29804,21931,41065,10326,61622,8074,53293,69920,4231,261052,244287,9315,6542,25825,7769,42262,26568,11476,0
1502,2024/04/24 10:00:00+00,23798,126940,183511,159392,15764,7722,29805,21931,41071,10326,61622,8074,53295,69925,4232,261062,244291,9315,6542,25825,7770,42262,26570,11476,0
1503,2024/04/25 10:00:00+00,23798,126942,183519,159396,15764,7722,29805,21932,41071,10326,61623,8074,53299,69932,4232,261078,244306,9315,6542,25825,7770,42262,26571,11476,0
1504,2024/04/26 10:00:00+00,23798,126942,183531,159405,15764,7722,29805,21932,41072,10326,61623,8074,53299,69936,4233,261091,244313,9315,6543,25827,7772,42263,26574,11476,0
1505,2024/04/27 10:00:00+00,23800,126944,183538,159413,15764,7722,29808,21933,41080,10327,61624,8074,53300,69940,4233,261102,244319,9315,6543,25827,7772,42263,26574,11477,0
1506,2024/04/28 10:00:00+00,23800,126946,183541,159417,15764,7722,29808,21934,41080,10327,61626,8074,53300,69942,4233,261106,244325,9315,6543,25827,7772,42264,26574,11477,0
1507,2024/04/29 10:00:00+00,23800,126949,183545,159418,15765,7722,29808,21934,41081,10327,61628,8074,53300,69942,4233,261111,244328,9315,6543,25827,7772,42264,26574,11477,0
1508,2024/04/30 10:00:00+00,23801,126957,183556,159426,15768,7722,29808,21936,41084,10329,61629,8074,53303,69943,4233,261134,244341,9318,6543,25831,7772,42264,26577,11477,0
1509,2024/05/01 10:00:00+00,23801,126960,183563,159431,15770,7722,29810,21937,41087,10329,61631,8074,53307,69944,4233,261149,244353,9318,6543,25833,7772,42264,26579,11477,0
1510,2024/05/02 10:00:00+00,23802,126964,183575,159434,15770,7722,29810,21938,41091,10329,61633,8074,53313,69948,4233,261165,244366,9319,6544,25834,7772,42264,26579,11478,0
1511,2024/05/03 10:00:00+00,23802,126969,183580,159443,15771,7723,29811,21938,41093,10330,61634,8074,53314,69949,4233,261182,244380,9319,6544,25834,7772,42266,26579,11480,0
1512,2024/05/04 10:00:00+00,23802,126976,183590,159447,15772,7723,29811,21939,41095,10330,61634,8075,53315,69953,4233,261198,244391,9319,6544,25834,7773,42267,26580,11481,0
1513,2024/05/05 10:00:00+00,23802,126979,183593,159450,15772,7723,29812,21939,41098,10330,61635,8076,53315,69954,4233,261203,244399,9319,6544,25834,7773,42267,26581,11481,0
1514,2024/05/06 10:00:00+00,23802,126979,183595,159453,15772,7723,29812,21941,41100,10330,61637,8076,53315,69960,4233,261206,244399,9319,6544,25834,7773,42268,26581,11481,0
1515,2024/05/07 10:00:00+00,23802,126986,183615,159464,15773,7723,29812,21941,41102,10331,61638,8076,53321,69969,4233,261238,244414,9319,6544,25835,7773,42268,26583,11481,0
1516,2024/05/08 10:00:00+00,23802,126989,183623,159472,15775,7723,29812,21942,41107,10332,61639,8076,53322,69972,4233,261256,244422,9319,6545,25836,7773,42268,26584,11481,0
1517,2024/05/09 10:00:00+00,23804,126996,183633,159482,15776,7723,29812,21942,41113,10333,61641,8076,53323,69976,4233,261272,244439,9319,6545,25836,7773,42268,26584,11482,0
1518,2024/05/10 10:00:00+00,23804,127006,183647,159493,15776,7723,29812,21943,41117,10333,61643,8077,53327,69983,4233,261281,244448,9319,6545,25836,7773,42268,26584,11482,0
1519,2024/05/11 10:00:00+00,23804,127011,183660,159500,15778,7723,29812,21944,41120,10333,61645,8077,53328,69985,4233,261292,244463,9319,6545,25838,7773,42270,26586,11482,0
1520,2024/05/12 10:00:00+00,23804,127015,183670,159506,15778,7723,29815,21944,41120,10333,61645,8077,53328,69987,4234,261297,244467,9319,6545,25839,7773,42270,26586,11482,0
1521,2024/05/13 10:00:00+00,23806,127016,183672,159510,15778,7723,29815,21944,41121,10333,61645,8077,53329,69988,4234,261302,244478,9319,6545,25839,7773,42271,26587,11482,0
1522,2024/05/14 10:00:00+00,23807,127023,183683,159522,15778,7723,29815,21944,41128,10333,61646,8077,53329,69992,4234,261324,244503,9319,6545,25844,7773,42271,26587,11483,0
1523,2024/05/15 10:00:00+00,23809,127027,183690,159526,15778,7723,29816,21945,41128,10333,61647,8077,53331,69994,4234,261344,244516,9319,6545,25844,7773,42271,26587,11483,0
1524,2024/05/16 10:00:00+00,23809,127029,183693,159530,15778,7723,29816,21946,41131,10333,61649,8078,53331,70001,4234,261354,244531,9319,6545,25847,7773,42271,26587,11483,0
1525,2024/05/17 10:00:00+00,23810,127032,183701,159539,15778,7723,29816,21947,41132,10335,61654,8078,53332,70005,4234,261376,244549,9319,6545,25848,7774,42271,26587,11483,0
1526,2024/05/18 10:00:00+00,23810,127035,183713,159547,15778,7723,29818,21947,41135,10335,61656,8078,53335,70009,4234,261398,244564,9319,6545,25848,7775,42271,26587,11483,0
1527,2024/05/19 10:00:00+00,23810,127036,183720,159548,15778,7723,29819,21947,41137,10335,61657,8078,53335,70013,4234,261408,244567,9319,6547,25848,7775,42271,26587,11483,0
1528,2024/05/20 10:00:00+00,23810,127036,183724,159549,15778,7723,29820,21947,41138,10335,61661,8078,53335,70015,4234,261410,244570,9319,6547,25848,7776,42272,26587,11483,0
1529,2024/05/21 10:00:00+00,23810,127048,183741,159556,15778,7723,29821,21948,41143,10335,61661,8078,53340,70020,4234,261436,244590,9321,6547,25850,7776,42273,26588,11484,0
1530,2024/05/22 10:00:00+00,23810,127055,183751,159560,15778,7723,29821,21950,41149,10335,61662,8078,53342,70026,4234,261456,244596,9321,6547,25852,7776,42273,26588,11484,0
1531,2024/05/23 10:00:00+00,23810,127061,183757,159565,15779,7723,29823,21952,41152,10335,61666,8078,53343,70034,4234,261481,244606,9321,6547,25855,7776,42273,26588,11484,0
1532,2024/05/24 10:00:00+00,23811,127068,183765,159571,15779,7723,29823,21954,41155,10336,61669,8078,53344,70038,4234,261491,244626,9321,6547,25855,7776,42274,26589,11484,0
1533,2024/05/25 10:00:00+00,23812,127076,183774,159577,15779,7724,29824,21954,41161,10337,61671,8078,53347,70045,4235,261518,244641,9321,6547,25861,7776,42275,26590,11484,0
1534,2024/05/26 10:00:00+00,23813,127078,183774,159579,15779,7724,29825,21954,41161,10337,61674,8078,53347,70050,4235,261525,244642,9321,6547,25861,7776,42275,26590,11485,0
1535,2024/05/27 10:00:00+00,23813,127078,183776,159582,15779,7724,29826,21954,41163,10337,61675,8078,53349,70051,4235,261530,244650,9321,6547,25861,7776,42275,26590,11485,0
1536,2024/05/28 10:00:00+00,23813,127079,183779,159583,15779,7724,29828,21954,41164,10337,61677,8078,53351,70056,4235,261533,244657,9322,6547,25861,7776,42275,26591,11485,0
1537,2024/05/29 10:00:00+00,23815,127084,183793,159595,15779,7724,29831,21955,41173,10337,61682,8078,53352,70068,4239,261575,244670,9322,6548,25865,7777,42275,26592,11485,0
1538,2024/05/30 10:00:00+00,23815,127088,183804,159609,15779,7724,29833,21956,41174,10337,61685,8079,53354,70072,4239,261601,244687,9322,6548,25869,7777,42275,26592,11485,0
1539,2024/05/31 10:00:00+00,23817,127094,183819,159618,15782,7724,29833,21956,41177,10338,61691,8079,53358,70076,4239,261628,244705,9322,6549,25873,7777,42275,26593,11485,0
1540,2024/06/01 10:00:00+00,23817,127100,183827,159626,15783,7724,29835,21960,41181,10339,61701,8079,53361,70081,4239,261651,244721,9322,6549,25874,7777,42275,26593,11485,0
1541,2024/06/02 10:00:00+00,23817,127104,183832,159630,15783,7724,29837,21961,41181,10339,61704,8079,53361,70083,4239,261666,244726,9322,6549,25875,7778,42275,26595,11485,0
1542,2024/06/03 10:00:00+00,23818,127104,183834,159631,15785,7724,29838,21961,41181,10339,61706,8079,53361,70085,4240,261671,244729,9322,6549,25875,7778,42276,26595,11485,0
1543,2024/06/04 10:00:00+00,23818,127111,183843,159643,15785,7724,29841,21961,41186,10339,61723,8080,53367,70097,4241,261713,244750,9323,6551,25879,7778,42277,26596,11485,0
1544,2024/06/05 10:00:00+00,23818,127119,183846,159651,15785,7724,29843,21962,41188,10339,61734,8080,53370,70102,4241,261742,244774,9323,6551,25879,7778,42277,26597,11485,0
1545,2024/06/06 10:00:00+00,23819,127125,183855,159665,15785,7724,29845,21964,41194,10339,61745,8081,53371,70111,4241,261768,244795,9323,6551,25879,7778,42277,26597,11485,0
1546,2024/06/07 10:00:00+00,23820,127129,183862,159674,15786,7724,29847,21964,41203,10340,61755,8081,53371,70117,4241,261797,244815,9324,6552,25881,7778,42278,26598,11486,0
1547,2024/06/08 10:00:00+00,23820,127133,183873,159680,15786,7724,29847,21965,41208,10340,61763,8082,53373,70126,4242,261827,244830,9324,6552,25882,7778,42278,26598,11486,0
1548,2024/06/09 10:00:00+00,23820,127133,183876,159685,15786,7724,29848,21965,41210,10340,61769,8082,53375,70130,4242,261839,244838,9324,6553,25883,7778,42278,26600,11486,0
1549,2024/06/10 10:00:00+00,23820,127134,183882,159688,15787,7724,29850,21965,41211,10341,61771,8082,53377,70134,4242,261853,244843,9324,6553,25883,7778,42279,26600,11486,0
1550,2024/06/11 10:00:00+00,23820,127145,183894,159698,15788,7725,29852,21966,41215,10342,61797,8082,53381,70143,4242,261898,244877,9324,6553,25886,7778,42282,26603,11486,0
1551,2024/06/12 10:00:00+00,23820,127150,183905,159704,15788,7727,29853,21966,41216,10342,61803,8082,53381,70150,4242,261913,244889,9324,6553,25886,7779,42282,26603,11486,0
1552,2024/06/13 10:00:00+00,23821,127154,183917,159711,15788,7729,29855,21970,41220,10344,61806,8082,53384,70157,4242,261945,244908,9325,6553,25887,7779,42283,26603,11486,0
1553,2024/06/14 10:00:00+00,23821,127159,183928,159727,15788,7729,29858,21970,41229,10344,61814,8082,53388,70162,4242,261973,244929,9325,6553,25891,7779,42283,26606,11486,0
1554,2024/06/15 10:00:00+00,23822,127164,183937,159740,15788,7730,29859,21973,41235,10344,61828,8082,53392,70177,4242,262004,244954,9325,6553,25894,7779,42284,26606,11486,0
1555,2024/06/16 10:00:00+00,23822,127165,183945,159748,15788,7730,29860,21974,41236,10344,61832,8083,53394,70179,4242,262013,244973,9325,6554,25895,7779,42284,26606,11486,0
1556,2024/06/17 10:00:00+00,23822,127167,183949,159753,15788,7731,29861,21976,41236,10344,61833,8084,53395,70184,4242,262024,244981,9325,6555,25895,7779,42284,26606,11486,0
1557,2024/06/18 10:00:00+00,23823,127175,183963,159769,15788,7731,29863,21977,41242,10344,61853,8084,53396,70194,4244,262069,245014,9325,6555,25909,7780,42286,26608,11487,0
1558,2024/06/19 10:00:00+00,23824,127192,183974,159786,15788,7731,29864,21977,41247,10344,61866,8084,53402,70206,4244,262119,245039,9325,6556,25916,7780,42286,26608,11487,0
1559,2024/06/20 10:00:00+00,23824,127199,183985,159797,15788,7732,29865,21979,41251,10344,61872,8085,53405,70221,4244,262151,245067,9325,6556,25918,7782,42291,26610,11487,0
1560,2024/06/21 10:00:00+00,23825,127212,184004,159809,15788,7732,29868,21980,41254,10344,61877,8085,53408,70229,4244,262185,245086,9325,6556,25920,7782,42291,26612,11487,0
1561,2024/06/22 10:00:00+00,23825,127223,184018,159818,15790,7732,29869,21980,41255,10344,61883,8085,53417,70239,4244,262224,245120,9325,6556,25926,7783,42292,26612,11487,0
1562,2024/06/23 10:00:00+00,23825,127230,184028,159821,15790,7732,29871,21981,41256,10345,61883,8085,53417,70249,4244,262237,245131,9327,6557,25927,7784,42294,26612,11487,0
1563,2024/06/24 10:00:00+00,23825,127235,184032,159824,15791,7732,29871,21984,41257,10346,61885,8085,53418,70258,4244,262253,245147,9327,6557,25928,7784,42294,26613,11488,0
1564,2024/06/25 10:00:00+00,23830,127249,184065,159845,15795,7733,29872,21985,41273,10350,61900,8085,53429,70270,4244,262313,245183,9327,6559,25935,7786,42296,26614,11488,0
1565,2024/06/26 10:00:00+00,23833,127259,184083,159859,15797,7735,29874,21985,41280,10350,61906,8085,53429,70290,4244,262354,245203,9327,6559,25943,7789,42298,26615,11488,0
1566,2024/06/27 10:00:00+00,23835,127269,184102,159870,15798,7736,29875,21986,41285,10351,61917,8085,53438,70303,4245,262383,245231,9327,6559,25947,7789,42298,26617,11488,0
1567,2024/06/28 10:00:00+00,23836,127283,184130,159898,15799,7737,29875,21987,41290,10352,61926,8085,53448,70326,4245,262428,245268,9328,6560,25948,7790,42303,26618,11489,0
1568,2024/06/29 10:00:00+00,23837,127288,184147,159906,15800,7737,29876,21991,41295,10352,61930,8086,53452,70336,4245,262450,245300,9328,6560,25949,7790,42303,26623,11489,0
1569,2024/06/30 10:00:00+00,23837,127292,184154,159914,15801,7737,29878,21992,41299,10353,61933,8086,53455,70344,4245,262465,245315,9329,6561,25951,7791,42304,26625,11492,0
1570,2024/07/01 10:00:00+00,23837,127295,184164,159924,15801,7737,29880,21992,41299,10353,61934,8086,53458,70348,4245,262472,245326,9329,6561,25951,7793,42304,26627,11492,0
1571,2024/07/02 10:00:00+00,23840,127322,184184,159940,15803,7737,29883,21992,41315,10354,61945,8087,53469,70367,4245,262548,245373,9332,6561,25959,7793,42306,26628,11492,0
1572,2024/07/03 10:00:00+00,23841,127336,184206,159957,15803,7737,29884,21993,41332,10356,61958,8087,53481,70386,4245,262603,245417,9332,6561,25961,7794,42311,26630,11492,0
1573,2024/07/04 10:00:00+00,23845,127348,184219,159976,15804,7739,29885,21993,41344,10356,61966,8088,53490,70394,4245,262639,245466,9332,6561,25964,7794,42316,26630,11492,0
1574,2024/07/05 10:00:00+00,23848,127355,184238,159992,15804,7739,29892,21995,41346,10358,61971,8088,53495,70414,4246,262674,245493,9332,6562,25965,7794,42319,26632,11492,0
1575,2024/07/06 10:00:00+00,23848,127363,184249,160004,15805,7739,29893,21995,41348,10359,61976,8090,53495,70423,4246,262696,245512,9332,6562,25967,7794,42320,26633,11492,0
1576,2024/07/07 10:00:00+00,23849,127373,184263,160016,15805,7741,29894,21996,41348,10359,61978,8090,53497,70436,4246,262725,245540,9332,6564,25969,7795,42323,26636,11492,0
1577,2024/07/08 10:00:00+00,23850,127378,184276,160027,15805,7742,29896,21998,41351,10359,61983,8091,53500,70443,4246,262738,245553,9333,6564,25969,7795,42327,26638,11492,0
1578,2024/07/09 10:00:00+00,23852,127406,184306,160057,15806,7743,29901,22000,41364,10361,62000,8091,53510,70461,4246,262816,245597,9333,6565,25975,7797,42331,26639,11492,0
1579,2024/07/10 10:00:00+00,23855,127423,184336,160081,15807,7745,29903,22003,41378,10366,62014,8092,53515,70478,4246,262879,245642,9335,6566,25986,7798,42333,26641,11492,0
1580,2024/07/11 10:00:00+00,23859,127445,184367,160121,15807,7745,29905,22004,41387,10369,62027,8094,53528,70509,4246,262946,245703,9335,6567,25991,7799,42337,26641,11494,0
1581,2024/07/12 10:00:00+00,23863,127475,184412,160160,15807,7747,29910,22009,41401,10372,62042,8094,53539,70541,4247,263006,245791,9337,6568,25997,7799,42343,26642,11494,0
1582,2024/07/13 10:00:00+00,23866,127494,184443,160184,15808,7750,29915,22011,41416,10372,62050,8094,53548,70551,4247,263054,245847,9337,6568,25999,7800,42349,26643,11494,0
1583,2024/07/14 10:00:00+00,23868,127502,184460,160200,15809,7750,29916,22012,41419,10373,62051,8094,53550,70558,4247,263083,245886,9337,6568,26001,7802,42350,26643,11495,0
1584,2024/07/15 10:00:00+00,23868,127518,184479,160221,15809,7750,29920,22015,41429,10374,62054,8095,53551,70577,4249,263119,245924,9339,6569,26004,7804,42353,26646,11495,0
1585,2024/07/16 10:00:00+00,23874,127533,184505,160244,15811,7751,29921,22018,41433,10375,62061,8096,53557,70593,4249,263160,245968,9342,6569,26007,7805,42358,26648,11496,0
1586,2024/07/17 10:00:00+00,23876,127554,184538,160275,15813,7751,29923,22022,41448,10376,62067,8096,53565,70606,4250,263206,246012,9342,6570,26010,7805,42360,26650,11498,0
1587,2024/07/18 10:00:00+00,23884,127599,184576,160306,15814,7754,29924,22022,41469,10377,62082,8097,53576,70619,4250,263259,246079,9342,6570,26014,7807,42364,26658,11499,0
1588,2024/07/19 10:00:00+00,23890,127636,184619,160342,15815,7755,29926,22025,41483,10378,62093,8099,53581,70636,4250,263337,246148,9343,6571,26018,7807,42368,26664,11499,0
1589,2024/07/20 10:00:00+00,23892,127647,184643,160373,15816,7756,29928,22026,41491,10378,62102,8099,53591,70652,4250,263380,246180,9343,6571,26018,7807,42373,26667,11501,0
1590,2024/07/21 10:00:00+00,23892,127655,184652,160385,15816,7756,29929,22026,41493,10379,62103,8099,53593,70657,4250,263395,246206,9344,6571,26018,7807,42373,26667,11502,0
1591,2024/07/22 10:00:00+00,23893,127661,184672,160396,15816,7756,29930,22028,41495,10379,62107,8100,53598,70675,4250,263417,246232,9346,6571,26018,7807,42373,26668,11502,0
1592,2024/07/23 10:00:00+00,23896,127705,184753,160468,15822,7756,29937,22032,41537,10382,62135,8106,53621,70720,4250,263575,246342,9351,6571,26028,7810,42377,26671,11503,0
1593,2024/07/24 10:00:00+00,23899,127725,184800,160503,15822,7756,29938,22036,41560,10387,62150,8109,53628,70740,4250,263667,246415,9352,6572,26032,7812,42382,26680,11505,0
1594,2024/07/25 10:00:00+00,23902,127764,184846,160568,15828,7757,29940,22039,41592,10391,62162,8113,53639,70770,4251,263770,246494,9354,6573,26039,7813,42390,26686,11505,0
1595,2024/07/26 10:00:00+00,23906,127795,184877,160629,15830,7763,29943,22043,41612,10395,62172,8114,53649,70788,4251,263854,246575,9355,6574,26047,7817,42392,26695,11505,0
1596,2024/07/27 10:00:00+00,23909,127823,184927,160683,15832,7763,29947,22047,41629,10396,62183,8116,53664,70804,4251,263932,246664,9357,6575,26052,7820,42394,26698,11506,0
1597,2024/07/28 10:00:00+00,23914,127838,184951,160702,15833,7766,29950,22049,41636,10398,62190,8117,53666,70822,4251,263968,246701,9358,6575,26055,7820,42398,26703,11507,0
1598,2024/07/29 10:00:00+00,23917,127851,184971,160716,15834,7766,29951,22049,41638,10398,62194,8118,53669,70834,4251,263986,246728,9359,6575,26058,7820,42403,26708,11507,0
1599,2024/07/30 10:00:00+00,23921,127873,185022,160766,15835,7767,29959,22050,41650,10399,62210,8123,53674,70867,4251,264053,246807,9365,6577,26061,7821,42408,26713,11509,0
1600,2024/07/31 10:00:00+00,23922,127945,185079,160828,15843,7768,29961,22051,41675,10401,62231,8123,53689,70905,4252,264188,246886,9367,6579,26081,7823,42411,26716,11509,0
1601,2024/08/01 10:00:00+00,23930,127990,185147,160902,15850,7769,29972,22056,41698,10406,62246,8125,53702,70928,4252,264284,246979,9369,6581,26097,7826,42414,26722,11509,0
1602,2024/08/02 10:00:00+00,23938,128015,185222,160974,15852,7770,29971,22059,41725,10412,62258,8129,53714,70958,4253,264400,247100,9370,6582,26105,7829,42421,26737,11511,0
1603,2024/08/03 10:00:00+00,23944,128040,185270,161026,15858,7771,29980,22062,41757,10414,62278,8130,53727,70993,4256,264461,247200,9371,6582,26106,7829,42422,26748,11512,0
1604,2024/08/04 10:00:00+00,23948,128052,185291,161049,15860,7772,29981,22064,41762,10416,62280,8133,53731,71002,4257,264479,247239,9371,6584,26106,7831,42429,26755,11513,0
1605,2024/08/05 10:00:00+00,23950,128064,185299,161073,15861,7773,29985,22066,41764,10416,62287,8134,53733,71013,4258,264493,247257,9372,6584,26108,7832,42430,26756,11514,0
1606,2024/08/06 10:00:00+00,23958,128106,185384,161144,15869,7774,29988,22073,41795,10421,62313,8137,53741,71037,4260,264617,247344,9374,6585,26130,7832,42435,26760,11516,0
1607,2024/08/07 10:00:00+00,23963,128141,185436,161198,15870,7774,29991,22076,41822,10424,62330,8138,53757,71078,4260,264702,247408,9375,6586,26141,7835,42438,26766,11517,0
1608,2024/08/08 10:00:00+00,23965,128172,185489,161240,15875,7776,30000,22084,41841,10426,62343,8140,53769,71099,4260,264776,247486,9378,6588,26149,7839,42446,26776,11517,0
